generation,best_fitness,mean_fitness,f_diversity,f_coverage,f_balance,f_compression,time_seconds
16,0.7367061379445238,0.7201508651101963,0.48696763204477406,0.8447402715682983,0.997410364402754,0.6150776685193102,10.295350074768066
17,0.7367061379445238,0.7243122049464802,0.48696763204477406,0.8447402715682983,0.997410364402754,0.6150776685193102,11.468153238296509
18,0.7439256975529474,0.7274866118368758,0.4873977227936013,0.8463412523269653,0.9973902958280345,0.609234715690466,9.962993383407593
19,0.7439256975529474,0.7297220328078738,0.4873977227936013,0.8463412523269653,0.9973902958280345,0.609234715690466,12.058778047561646
20,0.751327251655603,0.7336208757196888,0.48734807677668135,0.847042977809906,0.9980697178107361,0.6065982613652559,10.870397806167603
21,0.7518265920602957,0.738040248608652,0.4873833163302252,0.848420262336731,0.9982934577284968,0.6015391192817443,10.32010269165039
22,0.7518265920602957,0.7382024866034107,0.4873833163302252,0.848420262336731,0.9982934577284968,0.6015391192817443,9.018208742141724
23,0.7518265920602957,0.7431685576037829,0.4873833163302252,0.848420262336731,0.9982934577284968,0.6015391192817443,7.935444593429565
24,0.7530717649101345,0.7418107264618976,0.48752336152505427,0.8500168919563293,0.99799092764023,0.596052444064415,7.534646272659302
25,0.7530717649101345,0.7435618128908297,0.48752336152505427,0.8500168919563293,0.99799092764023,0.596052444064415,7.475451231002808
26,0.7566013907611594,0.7454046034704462,0.4876554339814823,0.8502247333526611,0.998362115583767,0.5953398888413852,7.822659015655518
27,0.757629717387145,0.7482556283994688,0.48771515082034117,0.8514137864112854,0.9981442497991432,0.5913495795924184,7.661801815032959
28,0.7586280666437013,0.7499266114011672,0.4878217967058487,0.8503581285476685,0.9982853737108343,0.5950548667521733,8.029308080673218
29,0.7586280666437013,0.7484501753533129,0.4878217967058487,0.8503581285476685,0.9982853737108343,0.5950548667521733,8.12100076675415
30,0.7586280666437013,0.7524397889259369,0.4878217967058487,0.8503581285476685,0.9982853737108343,0.5950548667521733,8.834067344665527
31,0.7586280666437013,0.7533339008505266,0.4878217967058487,0.8503581285476685,0.9982853737108343,0.5950548667521733,12.718135356903076
32,0.7586280666437013,0.7524299041721332,0.4878217967058487,0.8503581285476685,0.9982853737108343,0.5950548667521733,11.48031735420227
33,0.7586280666437013,0.7568941689933768,0.4878217967058487,0.8503581285476685,0.9982853737108343,0.5950548667521733,10.996861934661865
34,0.7586476854145048,0.7563843876887881,0.4878296862358495,0.8519152998924255,0.9985687085530325,0.5899957246686618,9.890453338623047
35,0.7587019162772409,0.755580055267105,0.4878892896992538,0.8522065877914429,0.9982277949209785,0.5891406584010261,13.333640098571777
36,0.7587019162772409,0.7548304935247125,0.4878892896992538,0.8522065877914429,0.9982277949209785,0.5891406584010261,52.547560930252075
37,0.7587019162772409,0.7548572561004803,0.4878892896992538,0.8522065877914429,0.9982277949209785,0.5891406584010261,73.7110846042633
38,0.7587019162772409,0.7566647100125267,0.4878892896992538,0.8522065877914429,0.9982277949209785,0.5891406584010261,78.62994170188904
39,0.7587845680374987,0.7561958991232804,0.48784193061297315,0.8524482250213623,0.9981870209596371,0.5884993587002993,81.00478672981262
40,0.7587845680374987,0.7564864690313683,0.48784193061297315,0.8524482250213623,0.9981870209596371,0.5884993587002993,80.39224028587341
41,0.7587845680374987,0.7561543387225568,0.48784193061297315,0.8524482250213623,0.9981870209596371,0.5884993587002993,70.7476065158844
42,0.7587845680374987,0.7563558501655185,0.48784193061297315,0.8524482250213623,0.9981870209596371,0.5884993587002993,48.70427203178406
43,0.7587845680374987,0.7559750536066316,0.48784193061297315,0.8524482250213623,0.9981870209596371,0.5884993587002993,68.50637221336365
44,0.7587845680374987,0.7570667508999736,0.48784193061297315,0.8524482250213623,0.9981870209596371,0.5884993587002993,84.97229814529419
45,0.7587911819289621,0.7569391917120322,0.4878602807452141,0.8533666133880615,0.9984458627584514,0.5855066267635742,73.72092747688293
46,0.758815259112354,0.7566494134460637,0.487794662082809,0.8528354167938232,0.9981137743979748,0.5872880148211486,45.39680290222168
47,0.7588286671405847,0.7575323924751137,0.4878311509578622,0.8522329926490784,0.9982218514993151,0.589283169445632,65.44016218185425
48,0.7588741326380548,0.7573969645291385,0.48805148988766545,0.8530203700065613,0.9986692151819403,0.5867892261650278,67.50888800621033
49,0.7590107081145974,0.7578663766538336,0.48787533273008565,0.8527255058288574,0.9981164492865019,0.5880005700441784,41.806360721588135
50,0.7590107081145974,0.7580482631788577,0.48787533273008565,0.8527255058288574,0.9981164492865019,0.5880005700441784,52.26398181915283
